start,end,program_name,description,energy_note,config,calendar,tags,primary_class,all_flags,ambiguous,url
2020-12-17T09:30:00-08:00,2020-12-17T21:00:00-08:00,LV29 Wolf,Deliver to TMO,5.7 GeV,"520-545 eV, 50-20 fs",NC-TMO,,sase,,False,https://www.google.com/calendar/event?eid=MzNjbjU1ZHFsNXJ2ZDdzajE4a3VsdTZmbHUgdGF1dWJtbjluNmV2a2lyODM1aTR1cWRlM2NAZw
2021-04-06T09:00:00-07:00,2021-04-06T21:00:00-07:00,LW56 Wolf,Deliver to TMO,4.1 GeV,"370 eV, 20 fs",NC-TMO,,sase,,False,https://www.google.com/calendar/event?eid=N2hjajUyNWUzMWR2aGVzODdpcWU5ZmtkdmEgdGF1dWJtbjluNmV2a2lyODM1aTR1cWRlM2NAZw
2021-06-10T17:00:00-07:00,2021-06-10T18:00:00-07:00,H2.2 Survey,Deliver to ChemRIXS,"120 Hz, 10 GeV",,NC-ChemRIXS,,sase,,False,https://www.google.com/calendar/event?eid=MDFtYjliMTRjamJrNXB1NHZqMnBudGYyNGogcmY0MDJiOHRzMDJ1bHRmamM2Mmw4Y2xhbGtAZw
2021-07-06T23:00:00-07:00,2021-07-07T02:00:00-07:00,cVMI Alignment,Deliver to TMO,,480 eV,NC-TMO,,sase,,False,https://www.google.com/calendar/event?eid=M2Jta3VjYjB0aWtmMWo3M2U1NG9oMG9xczUgdGF1dWJtbjluNmV2a2lyODM1aTR1cWRlM2NAZw
2021-07-14T09:00:00-07:00,2021-07-14T18:00:00-07:00,RIX Comm,Deliver to ChemRIXS,"10 Hz, 6.5 GeV",650 eV+,NC-ChemRIXS,Secondary:,sase,,False,https://www.google.com/calendar/event?eid=MmpsZHR1N2s0YmwxODMxNjNtaGdpYjllZ2cgcmY0MDJiOHRzMDJ1bHRmamM2Mmw4Y2xhbGtAZw
2021-07-31T21:00:00-07:00,2021-08-01T09:00:00-07:00,LV76 Blushke,Deliver to ChemRIXS,5.7 GeV,931 eV,NC-ChemRIXS,,sase,,False,https://www.google.com/calendar/event?eid=NGNuYXF1YTNtaW5obG1iaWc1dHU2aHJiN24gcmY0MDJiOHRzMDJ1bHRmamM2Mmw4Y2xhbGtAZw
2021-10-26T06:00:00-07:00,2021-10-26T18:00:00-07:00,chemRIXS Comm,Deliver to ChemRIXS,5.1 GeV,400 eV,NC-ChemRIXS,,sase,,False,https://www.google.com/calendar/event?eid=MW5sZHNzM2IwZHFscjZsNmljODBwMXNjN24gcmY0MDJiOHRzMDJ1bHRmamM2Mmw4Y2xhbGtAZw
2022-03-24T16:00:00-07:00,2022-03-25T00:00:00-07:00,Gun processing & dark current meas.,Gun processing & dark current meas.,,,SC Linac MD,,sase,,False,https://www.google.com/calendar/event?eid=NW42ZXFhNHNzZzQ1azlzaDJpazltbW9vOHIgZ285ZHZ0MmZqOWc2OTUxcXZpcDA1cGJpMzBAZw
2022-03-27T08:00:00-07:00,2022-03-27T16:00:00-07:00,"Buncher RF processing,","Buncher RF processing,",,,SC Linac MD,,sase,,False,https://www.google.com/calendar/event?eid=NWFsYzQwdWIxbWMxbGw2MXAxcms5MGgxYXQgZ285ZHZ0MmZqOWc2OTUxcXZpcDA1cGJpMzBAZw
2022-03-30T07:00:00-07:00,2022-03-30T13:30:00-07:00,laser alignment,laser alignment,,,SC Linac MD,,sase,,False,https://www.google.com/calendar/event?eid=N3F1aXNxdXE3bHJraWVocG5xYmtubGk3NmEgZ285ZHZ0MmZqOWc2OTUxcXZpcDA1cGJpMzBAZw
2022-04-06T06:00:00-07:00,2022-04-06T18:00:00-07:00,Off for LCLS PAMM,Off for LCLS PAMM,,,SC Linac MD,,sase,,False,https://www.google.com/calendar/event?eid=MzBqYTAyYnBkMHVya2pqZWhuZGlzY2YxYWMgZ285ZHZ0MmZqOWc2OTUxcXZpcDA1cGJpMzBAZw
2022-04-21T08:00:00-07:00,2022-04-21T18:00:00-07:00,LCLS PAMM,LCLS PAMM,,,SC Linac MD,,sase,,False,https://www.google.com/calendar/event?eid=NmZ1ZWNsbTRkN2hkOGtzOHE4ZXJ1ODJzdWUgZ285ZHZ0MmZqOWc2OTUxcXZpcDA1cGJpMzBAZw
2022-06-21T08:00:00-07:00,2022-06-22T00:00:00-07:00,pamm,pamm,,,SC Linac MD,,sase,,False,https://www.google.com/calendar/event?eid=N2RydjdybmRzMzFyamJ0MGhrdGFqbDFlMjIgZ285ZHZ0MmZqOWc2OTUxcXZpcDA1cGJpMzBAZw
2022-08-07T11:00:00-07:00,2022-08-07T18:00:00-07:00,LBLM & WIRE SCANNER,LBLM & WIRE SCANNER,,,SC Linac MD,,sase,,False,https://www.google.com/calendar/event?eid=Nzlxc2M1ZDRvYmJqdTdoOXVybjNjMjZ0Z2ogZ285ZHZ0MmZqOWc2OTUxcXZpcDA1cGJpMzBAZw
2022-10-28T10:00:00-07:00,2022-10-28T12:00:00-07:00,toroid,toroid,,,SC Linac MD,,sase,,False,https://www.google.com/calendar/event?eid=ZGw0ZGZsNmcya2ozcTBkZmFnYjg1b3Zzcm8gZ285ZHZ0MmZqOWc2OTUxcXZpcDA1cGJpMzBAZw
2022-11-01T12:00:00-07:00,2022-11-01T16:00:00-07:00,RFAL,RFAL,,,SC Linac MD,,sase,,False,https://www.google.com/calendar/event?eid=MXQ0bW5kZ25kb3F1ZWU2NGp1Y3NvaTJmNG8gZ285ZHZ0MmZqOWc2OTUxcXZpcDA1cGJpMzBAZw
2022-11-03T23:00:00-07:00,2022-11-04T00:00:00-07:00,Prepare Owl shift,Prepare Owl shift,,,SC Linac MD,,sase,,False,https://www.google.com/calendar/event?eid=MjdjaWw2dWdvZnNpMGFlcnJ1dWZwM2YxcmMgZ285ZHZ0MmZqOWc2OTUxcXZpcDA1cGJpMzBAZw
