nominal_time,pv,timestamp,value,moved,spread
2026-06-14T01:00:00,BEND:DMPS:400:BACT,2026-06-14T01:00:00,4.999994462861987,False,5.983033920098829e-06
2026-06-14T01:00:00,USEG:UNDS:2150:KAct,2026-06-14T01:00:06,5.391839118052645,False,0.013923104241225013
2026-06-14T01:00:00,USEG:UNDS:2250:KAct,2026-06-14T01:00:02,3.528658892114907,False,0.00701999815913909
2026-06-14T01:00:00,USEG:UNDS:2350:KAct,2026-06-14T01:00:01,3.0452016376806657,False,0.0057426989050013404
2026-06-14T01:00:00,USEG:UNDS:2450:KAct,2026-06-14T01:00:06,3.1265877227475345,False,0.005935543952663642
2026-06-14T01:00:00,USEG:UNDS:2550:KAct,2026-06-14T01:00:00,5.231583599582105,False,0.013199028025617385
2026-06-14T01:00:00,USEG:UNDS:2650:KAct,2026-06-14T01:00:01,5.231522254754713,False,0.013203027074785916
2026-06-14T01:00:00,USEG:UNDS:2750:KAct,2026-06-14T01:00:05,5.231505021447523,False,0.0435264810711983
2026-06-14T01:00:00,USEG:UNDS:2850:KAct,2026-06-14T01:00:11,5.231506757917514,False,0.013198815282012518
2026-06-14T01:00:00,USEG:UNDS:2950:KAct,2026-06-14T01:00:02,5.254491776613004,False,0.01329492980658928
2026-06-14T01:00:00,USEG:UNDS:3050:KAct,2026-06-14T01:00:46,5.277424445650103,False,0.013370313550241679
2026-06-14T01:00:00,USEG:UNDS:3150:KAct,2026-06-14T01:00:17,5.300260335041551,False,0.014103962228868937
2026-06-14T01:00:00,USEG:UNDS:3250:KAct,2026-06-14T01:00:02,5.32313059948725,False,0.013630387035703457
2026-06-14T01:00:00,USEG:UNDS:3350:KAct,2026-06-14T01:00:03,5.3461220129950044,False,0.04224334736330239
2026-06-14T01:00:00,USEG:UNDS:3450:KAct,2026-06-14T01:00:39,5.368989070593362,False,0.034863070729567375
2026-06-14T01:00:00,USEG:UNDS:3650:KAct,2026-06-14T01:00:00,3.2481136001347974,False,9.227735079572378e-06
2026-06-14T01:00:00,USEG:UNDS:3750:KAct,2026-06-14T01:00:06,3.0333681890591433,False,1.296166209841008e-05
