nominal_time,pv,timestamp,value,moved,spread
2026-06-22T01:00:00,BEND:DMPS:400:BACT,2026-06-22T01:00:00,8.000000241565424,False,0.4755777050628908
2026-06-22T01:00:00,USEG:UNDS:2150:KAct,2026-06-22T01:00:04,6.21622942559605,False,0.2846144746558325
2026-06-22T01:00:00,USEG:UNDS:2250:KAct,2026-06-22T01:00:16,1.3890123556440057,False,1.718695775729377
2026-06-22T01:00:00,USEG:UNDS:2350:KAct,2026-06-22T01:00:00,1.34151013203618,False,0.30786890467604866
2026-06-22T01:00:00,USEG:UNDS:2450:KAct,2026-06-22T01:00:00,1.35168499767811,False,2.0026529550454026
2026-06-22T01:00:00,USEG:UNDS:2550:KAct,2026-06-22T01:00:33,1.2254344301740536,False,0.6962061947325934
2026-06-22T01:00:00,USEG:UNDS:2650:KAct,2026-06-22T01:00:01,1.4092365332920838,False,1.3271998148887265
2026-06-22T01:00:00,USEG:UNDS:2750:KAct,2026-06-22T01:01:41,1.4113422106114515,False,2.226686598494274
2026-06-22T01:00:00,USEG:UNDS:2850:KAct,2026-06-22T01:00:00,1.3245184087500435,False,2.43804276210382
2026-06-22T01:00:00,USEG:UNDS:2950:KAct,2026-06-22T01:00:02,1.4770139204889978,False,1.386633844705589
2026-06-22T01:00:00,USEG:UNDS:3050:KAct,2026-06-22T01:00:11,0.9448754224369776,False,1.7939930276320872
2026-06-22T01:00:00,USEG:UNDS:3150:KAct,2026-06-22T01:00:00,6.211695721844526,False,0.2968482075290119
2026-06-22T01:00:00,USEG:UNDS:3250:KAct,2026-06-22T01:00:00,6.210806680603274,False,0.29351993864708936
2026-06-22T01:00:00,USEG:UNDS:3350:KAct,2026-06-22T01:00:00,6.209677707202653,False,0.290228741489791
2026-06-22T01:00:00,USEG:UNDS:3450:KAct,2026-06-22T01:00:37,6.209111515822665,False,0.37970373061453466
2026-06-22T01:00:00,USEG:UNDS:3650:KAct,2026-06-22T01:00:19,6.208159030103052,False,0.2754119610839225
2026-06-22T01:00:00,USEG:UNDS:3750:KAct,2026-06-22T01:00:00,6.208588395443738,False,0.2745386039928772
2026-06-22T01:00:00,USEG:UNDS:3850:KAct,2026-06-22T01:01:18,6.206266232799753,False,0.28135617210856045
2026-06-22T01:00:00,USEG:UNDS:3950:KAct,2026-06-22T01:00:07,6.207045320359689,False,0.27247937533031846
2026-06-22T01:00:00,USEG:UNDS:4050:KAct,2026-06-22T01:00:00,6.205124853706333,False,0.27138746905452144
2026-06-22T01:00:00,USEG:UNDS:4150:KAct,2026-06-22T01:00:00,6.198454203566195,False,0.27005443631585613
2026-06-22T01:00:00,USEG:UNDS:4250:KAct,2026-06-22T01:00:00,6.188128553491712,False,0.26753718933700676
2026-06-22T01:00:00,USEG:UNDS:4350:KAct,2026-06-22T01:00:00,2.0186912034130726,False,0.44944051453180195
2026-06-22T01:00:00,USEG:UNDS:4450:KAct,2026-06-22T01:00:02,2.1375675175983306,False,0.5710939361943356
2026-06-22T01:00:00,USEG:UNDS:4550:KAct,2026-06-22T01:00:04,2.1397768796175125,False,0.8896767037313129
2026-06-22T01:00:00,USEG:UNDS:4650:KAct,2026-06-22T01:00:00,1.9055795442527272,False,1.096711160035313
2026-06-22T01:00:00,USEG:UNDS:4750:KAct,2026-06-22T01:00:08,2.1412174522746827,False,0.3060676140478455
2026-06-22T01:15:00,BEND:DMPS:400:BACT,2026-06-22T01:15:00,4.999993772455549,True,3.137613923417151
2026-06-22T01:15:00,USEG:UNDS:2150:KAct,2026-06-22T01:15:00,4.447047464964227,False,2.6205628589712722e-05
2026-06-22T01:15:00,USEG:UNDS:2250:KAct,2026-06-22T01:15:37,3.621710618301834,False,9.316118853912362e-06
2026-06-22T01:15:00,USEG:UNDS:2350:KAct,2026-06-22T01:15:00,1.754510041945866,False,1.1162959847264737e-05
2026-06-22T01:15:00,USEG:UNDS:2450:KAct,2026-06-22T01:15:27,3.8743236979716755,False,1.0469627042431439e-05
2026-06-22T01:15:00,USEG:UNDS:2550:KAct,2026-06-22T01:15:01,2.815903673003493,False,1.5023932767678967e-05
2026-06-22T01:15:00,USEG:UNDS:2650:KAct,2026-06-22T01:15:01,4.1810240086978165,False,1.7064599480456366e-05
2026-06-22T01:15:00,USEG:UNDS:2750:KAct,2026-06-22T01:15:00,4.308333616697586,False,1.6400478424554563e-05
2026-06-22T01:15:00,USEG:UNDS:2850:KAct,2026-06-22T01:15:02,4.308336834157985,False,1.6336489890236573e-05
2026-06-22T01:15:00,USEG:UNDS:2950:KAct,2026-06-22T01:15:28,4.32821512337201,False,1.848767581232758e-05
2026-06-22T01:15:00,USEG:UNDS:3050:KAct,2026-06-22T01:15:00,4.348008721056699,False,1.1421088394914221e-05
2026-06-22T01:15:00,USEG:UNDS:3150:KAct,2026-06-22T01:15:07,4.3678062341068875,False,0.004741772915675262
2026-06-22T01:15:00,USEG:UNDS:3250:KAct,2026-06-22T01:15:06,4.3878824766649505,False,2.7815567661641726e-05
2026-06-22T01:15:00,USEG:UNDS:3350:KAct,2026-06-22T01:15:02,4.40748842239132,False,4.079574792248972e-05
2026-06-22T01:15:00,USEG:UNDS:3450:KAct,2026-06-22T01:15:18,4.427570749044724,False,2.156910903079558e-05
2026-06-22T01:15:00,USEG:UNDS:3650:KAct,2026-06-22T01:15:07,4.60038375271126,False,2.2016185589713154e-05
2026-06-22T01:15:00,USEG:UNDS:3750:KAct,2026-06-22T01:15:00,4.6063987004953235,False,1.4475393945162576e-05
2026-06-22T01:15:00,USEG:UNDS:3850:KAct,2026-06-22T01:15:00,4.611424382198836,False,1.5725501776991678e-05
2026-06-22T01:15:00,USEG:UNDS:3950:KAct,2026-06-22T01:15:06,4.618842780426317,False,1.258683544150216e-05
2026-06-22T01:15:00,USEG:UNDS:4050:KAct,2026-06-22T01:15:02,4.624561958812975,False,1.9411232918042158e-05
2026-06-22T01:15:00,USEG:UNDS:4150:KAct,2026-06-22T01:18:31,4.630538979411168,False,8.271688420187647e-06
2026-06-22T01:15:00,USEG:UNDS:4250:KAct,2026-06-22T01:15:00,4.636704035719781,False,0.014115599929412699
2026-06-22T01:15:00,USEG:UNDS:4350:KAct,2026-06-22T01:15:34,2.9237684798858377,False,1.2191267377456199e-05
2026-06-22T01:15:00,USEG:UNDS:4450:KAct,2026-06-22T01:15:05,3.2938356592672875,False,3.743606719311195e-05
2026-06-22T01:15:00,USEG:UNDS:4550:KAct,2026-06-22T01:15:00,4.042677179597413,False,1.295579465992524e-05
2026-06-22T01:15:00,USEG:UNDS:4650:KAct,2026-06-22T01:15:44,3.995214086948411,False,1.295684610498964e-05
2026-06-22T01:15:00,USEG:UNDS:4750:KAct,2026-06-22T01:15:06,2.73199529221596,False,1.0977305975271809e-05
2026-06-22T01:30:00,BEND:DMPS:400:BACT,2026-06-22T01:30:00,5.000006552276175,False,6.346426747387626e-06
2026-06-22T01:30:00,USEG:UNDS:2150:KAct,2026-06-22T01:30:03,4.446983033077179,False,1.1332372066996334e-05
2026-06-22T01:30:00,USEG:UNDS:2250:KAct,2026-06-22T01:30:06,3.6217130425667716,False,9.046228050402233e-06
2026-06-22T01:30:00,USEG:UNDS:2350:KAct,2026-06-22T01:30:33,1.754519597977294,False,1.2463686625606863e-05
2026-06-22T01:30:00,USEG:UNDS:2450:KAct,2026-06-22T01:30:33,3.874329757560687,False,1.0199779520678289e-05
2026-06-22T01:30:00,USEG:UNDS:2550:KAct,2026-06-22T01:30:01,2.8158767009898886,False,1.0751308018602206e-05
2026-06-22T01:30:00,USEG:UNDS:2650:KAct,2026-06-22T01:30:00,4.180994541619701,False,1.2985645213822613e-05
2026-06-22T01:30:00,USEG:UNDS:2750:KAct,2026-06-22T01:30:09,4.308291163043803,False,1.0055655635207425e-05
2026-06-22T01:30:00,USEG:UNDS:2850:KAct,2026-06-22T01:30:05,4.308310087164004,False,9.517856482247562e-06
2026-06-22T01:30:00,USEG:UNDS:2950:KAct,2026-06-22T01:30:00,4.328224756482938,False,0.009311586103556828
2026-06-22T01:30:00,USEG:UNDS:3050:KAct,2026-06-22T01:30:00,4.347991928725457,False,0.020547311085792896
2026-06-22T01:30:00,USEG:UNDS:3150:KAct,2026-06-22T01:30:09,4.367634258921854,False,1.5204085021233611e-05
2026-06-22T01:30:00,USEG:UNDS:3250:KAct,2026-06-22T01:30:03,4.387777011192838,False,1.790932044249716e-05
